sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_characteristics_ch1,sample_molecule_ch1,sample_platform_id,sample_contact_name,sample_contact_phone,sample_contact_laboratory,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_instrument_model,sample_library_selection,sample_library_source,sample_library_strategy,gsm_id,sample_supplementary_file_1,sample_series_id,sample_data_row_count,big_key,biosample,sra
b_cs_pc_9,,,,,,,B_CS_PC_9,GSM8181811,Public on Sep 11 2024,Apr 01 2024,Sep 11 2024,SRA,1,Prostate (benign),Homo sapiens,9606,tissue: Prostate (benign),total RNA,GPL11154,"Prathibha,,Ranganathan",+91 8971288755,Cancer Lab,Centre for Human Genetics,Electronic City Phase I,Bengaluru,Karnataka,560100,India,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,GSM8181811,NONE,GSE262940,0,SRX24117891,https://www.ncbi.nlm.nih.gov/biosample/SAMN40709665,https://www.ncbi.nlm.nih.gov/sra?term=SRX24117891
b_cs_pc_10,,,,,,,B_CS_PC_10,GSM8181812,Public on Sep 11 2024,Apr 01 2024,Sep 11 2024,SRA,1,Prostate (benign),Homo sapiens,9606,tissue: Prostate (benign),total RNA,GPL11154,"Prathibha,,Ranganathan",+91 8971288755,Cancer Lab,Centre for Human Genetics,Electronic City Phase I,Bengaluru,Karnataka,560100,India,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,GSM8181812,NONE,GSE262940,0,SRX24117892,https://www.ncbi.nlm.nih.gov/biosample/SAMN40709664,https://www.ncbi.nlm.nih.gov/sra?term=SRX24117892
b_cs_pc_11,,,,,,,B_CS_PC_11,GSM8181813,Public on Sep 11 2024,Apr 01 2024,Sep 11 2024,SRA,1,Prostate (benign),Homo sapiens,9606,tissue: Prostate (benign),total RNA,GPL11154,"Prathibha,,Ranganathan",+91 8971288755,Cancer Lab,Centre for Human Genetics,Electronic City Phase I,Bengaluru,Karnataka,560100,India,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,GSM8181813,NONE,GSE262940,0,SRX24117893,https://www.ncbi.nlm.nih.gov/biosample/SAMN40709663,https://www.ncbi.nlm.nih.gov/sra?term=SRX24117893
b_cs_pc_12,,,,,,,B_CS_PC_12,GSM8181814,Public on Sep 11 2024,Apr 01 2024,Sep 11 2024,SRA,1,Prostate (benign),Homo sapiens,9606,tissue: Prostate (benign),total RNA,GPL11154,"Prathibha,,Ranganathan",+91 8971288755,Cancer Lab,Centre for Human Genetics,Electronic City Phase I,Bengaluru,Karnataka,560100,India,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,GSM8181814,NONE,GSE262940,0,SRX24117894,https://www.ncbi.nlm.nih.gov/biosample/SAMN40709662,https://www.ncbi.nlm.nih.gov/sra?term=SRX24117894
b_cs_pc_13,,,,,,,B_CS_PC_13,GSM8181815,Public on Sep 11 2024,Apr 01 2024,Sep 11 2024,SRA,1,Prostate (benign),Homo sapiens,9606,tissue: Prostate (benign),total RNA,GPL11154,"Prathibha,,Ranganathan",+91 8971288755,Cancer Lab,Centre for Human Genetics,Electronic City Phase I,Bengaluru,Karnataka,560100,India,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,GSM8181815,NONE,GSE262940,0,SRX24117895,https://www.ncbi.nlm.nih.gov/biosample/SAMN40709661,https://www.ncbi.nlm.nih.gov/sra?term=SRX24117895
b_cs_pc_14,,,,,,,B_CS_PC_14,GSM8181816,Public on Sep 11 2024,Apr 01 2024,Sep 11 2024,SRA,1,Prostate (benign),Homo sapiens,9606,tissue: Prostate (benign),total RNA,GPL11154,"Prathibha,,Ranganathan",+91 8971288755,Cancer Lab,Centre for Human Genetics,Electronic City Phase I,Bengaluru,Karnataka,560100,India,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,GSM8181816,NONE,GSE262940,0,SRX24117896,https://www.ncbi.nlm.nih.gov/biosample/SAMN40709660,https://www.ncbi.nlm.nih.gov/sra?term=SRX24117896
b_cs_pc_15,,,,,,,B_CS_PC_15,GSM8181817,Public on Sep 11 2024,Apr 01 2024,Sep 11 2024,SRA,1,Prostate (benign),Homo sapiens,9606,tissue: Prostate (benign),total RNA,GPL11154,"Prathibha,,Ranganathan",+91 8971288755,Cancer Lab,Centre for Human Genetics,Electronic City Phase I,Bengaluru,Karnataka,560100,India,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,GSM8181817,NONE,GSE262940,0,SRX24117897,https://www.ncbi.nlm.nih.gov/biosample/SAMN40709659,https://www.ncbi.nlm.nih.gov/sra?term=SRX24117897
b_cs_pc_16,,,,,,,B_CS_PC_16,GSM8181818,Public on Sep 11 2024,Apr 01 2024,Sep 11 2024,SRA,1,Prostate (benign),Homo sapiens,9606,tissue: Prostate (benign),total RNA,GPL11154,"Prathibha,,Ranganathan",+91 8971288755,Cancer Lab,Centre for Human Genetics,Electronic City Phase I,Bengaluru,Karnataka,560100,India,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,GSM8181818,NONE,GSE262940,0,SRX24117898,https://www.ncbi.nlm.nih.gov/biosample/SAMN40709658,https://www.ncbi.nlm.nih.gov/sra?term=SRX24117898
b_cs_pc_17,,,,,,,B_CS_PC_17,GSM8181819,Public on Sep 11 2024,Apr 01 2024,Sep 11 2024,SRA,1,Prostate (benign),Homo sapiens,9606,tissue: Prostate (benign),total RNA,GPL11154,"Prathibha,,Ranganathan",+91 8971288755,Cancer Lab,Centre for Human Genetics,Electronic City Phase I,Bengaluru,Karnataka,560100,India,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,GSM8181819,NONE,GSE262940,0,SRX24117899,https://www.ncbi.nlm.nih.gov/biosample/SAMN40709657,https://www.ncbi.nlm.nih.gov/sra?term=SRX24117899
b_cs_pc_18,,,,,,,B_CS_PC_18,GSM8181820,Public on Sep 11 2024,Apr 01 2024,Sep 11 2024,SRA,1,Prostate (benign),Homo sapiens,9606,tissue: Prostate (benign),total RNA,GPL11154,"Prathibha,,Ranganathan",+91 8971288755,Cancer Lab,Centre for Human Genetics,Electronic City Phase I,Bengaluru,Karnataka,560100,India,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,GSM8181820,NONE,GSE262940,0,SRX24117900,https://www.ncbi.nlm.nih.gov/biosample/SAMN40709656,https://www.ncbi.nlm.nih.gov/sra?term=SRX24117900
b_cs_pc_19,,,,,,,B_CS_PC_19,GSM8181821,Public on Sep 11 2024,Apr 01 2024,Sep 11 2024,SRA,1,Prostate (benign),Homo sapiens,9606,tissue: Prostate (benign),total RNA,GPL11154,"Prathibha,,Ranganathan",+91 8971288755,Cancer Lab,Centre for Human Genetics,Electronic City Phase I,Bengaluru,Karnataka,560100,India,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,GSM8181821,NONE,GSE262940,0,SRX24117901,https://www.ncbi.nlm.nih.gov/biosample/SAMN40709655,https://www.ncbi.nlm.nih.gov/sra?term=SRX24117901
b_cs_pc_20,,,,,,,B_CS_PC_20,GSM8181822,Public on Sep 11 2024,Apr 01 2024,Sep 11 2024,SRA,1,Prostate (benign),Homo sapiens,9606,tissue: Prostate (benign),total RNA,GPL11154,"Prathibha,,Ranganathan",+91 8971288755,Cancer Lab,Centre for Human Genetics,Electronic City Phase I,Bengaluru,Karnataka,560100,India,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,GSM8181822,NONE,GSE262940,0,SRX24117902,https://www.ncbi.nlm.nih.gov/biosample/SAMN40709654,https://www.ncbi.nlm.nih.gov/sra?term=SRX24117902
b_cs_pc_21,,,,,,,B_CS_PC_21,GSM8181823,Public on Sep 11 2024,Apr 01 2024,Sep 11 2024,SRA,1,Prostate (benign),Homo sapiens,9606,tissue: Prostate (benign),total RNA,GPL11154,"Prathibha,,Ranganathan",+91 8971288755,Cancer Lab,Centre for Human Genetics,Electronic City Phase I,Bengaluru,Karnataka,560100,India,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,GSM8181823,NONE,GSE262940,0,SRX24117903,https://www.ncbi.nlm.nih.gov/biosample/SAMN40709653,https://www.ncbi.nlm.nih.gov/sra?term=SRX24117903
b_cs_pc_22,,,,,,,B_CS_PC_22,GSM8181824,Public on Sep 11 2024,Apr 01 2024,Sep 11 2024,SRA,1,Prostate (benign),Homo sapiens,9606,tissue: Prostate (benign),total RNA,GPL11154,"Prathibha,,Ranganathan",+91 8971288755,Cancer Lab,Centre for Human Genetics,Electronic City Phase I,Bengaluru,Karnataka,560100,India,Illumina HiSeq 2000,cDNA,transcriptomic,RNA-Seq,GSM8181824,NONE,GSE262940,0,SRX24117904,https://www.ncbi.nlm.nih.gov/biosample/SAMN40709652,https://www.ncbi.nlm.nih.gov/sra?term=SRX24117904
