sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_characteristics_ch1,sample_molecule_ch1,sample_extract_protocol_ch1,sample_label_ch1,sample_label_protocol_ch1,sample_source_name_ch2,sample_organism_ch2,sample_taxid_ch2,sample_characteristics_ch2,sample_molecule_ch2,sample_extract_protocol_ch2,sample_label_ch2,sample_label_protocol_ch2,sample_hyb_protocol,sample_scan_protocol,sample_data_processing,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_phone,sample_contact_laboratory,sample_contact_department,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_supplementary_file,sample_series_id,sample_data_row_count,id_ref,value,big_key
wa14,,,,,,,WA14,GSM878860,Public on May 23 2012,Feb 21 2012,May 23 2012,RNA,2,pooled benign prostate tissue (Clontech),Homo sapiens,9606,sample type: reference,total RNA,"Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions",Cy3,"One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).",metastatic prostate cancer (obtained at rapid [warm] autopsy),Homo sapiens,9606,tissue: metastatic castrate resistant prostate cancer (WA),total RNA,"Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions",Cy5,"One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","825ng of Cy3 and Cy5 labelled aRNA were hybridized competitively for 17 hrs in a 65 C hybridization oven (G2545A, Agilent) set to 10 rpm in a final concentration of 1X GEx Hybridization Buffer HI-RPM, according to the manufacturer's recommnded protocol (Two-Color Microarray-Based Gene Expression Analysis, Agilent). Arrays were washed according to the manufacturer's recommended protocol including the Stabilization and Drying Solution step (Two-Color Microarray-Based Gene Expression Analysis, Agil ...","Arrays were scanned at 5um resolution on an Agilent DNA Microarray Scanner (G2505B, Agilent) using the default settings for 1x44k or 4x44k format two-color arrays.","Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (Version 9.1.3.1).  Spot values were normalized using the default linear-lowess normalization. LogRatio for all probes, which were used for subsequent analysis, were converted to log(2). Although the 1x44k and 4x44k arrays have the same probes, the 4x44k arrays have 10 replicates of some probes. Thus, to generate a final data set, the median value of replicated probes was used for 4x44k arrays. The fi ...",GPL6480,"Scott,,Tomlins",tomlinss@med.umich.edu,734-615-1417,Chinnaiyan Lab,Pathology,University of Michigan,"1400 E. Medical Center Dr., 5410 CCGC",Ann Arbor,MI,48109,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878860/suppl/GSM878860_GEaWA14.txt.gz,GSE35988,41000,,log2 ratio of test/reference,GSM878860
wa19,,,,,,,WA19,GSM878861,Public on May 23 2012,Feb 21 2012,May 23 2012,RNA,2,pooled benign prostate tissue (Clontech),Homo sapiens,9606,sample type: reference,total RNA,"Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions",Cy3,"One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).",metastatic prostate cancer (obtained at rapid [warm] autopsy),Homo sapiens,9606,tissue: metastatic castrate resistant prostate cancer (WA),total RNA,"Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions",Cy5,"One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","825ng of Cy3 and Cy5 labelled aRNA were hybridized competitively for 17 hrs in a 65 C hybridization oven (G2545A, Agilent) set to 10 rpm in a final concentration of 1X GEx Hybridization Buffer HI-RPM, according to the manufacturer's recommnded protocol (Two-Color Microarray-Based Gene Expression Analysis, Agilent). Arrays were washed according to the manufacturer's recommended protocol including the Stabilization and Drying Solution step (Two-Color Microarray-Based Gene Expression Analysis, Agil ...","Arrays were scanned at 5um resolution on an Agilent DNA Microarray Scanner (G2505B, Agilent) using the default settings for 1x44k or 4x44k format two-color arrays.","Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (Version 9.1.3.1).  Spot values were normalized using the default linear-lowess normalization. LogRatio for all probes, which were used for subsequent analysis, were converted to log(2). Although the 1x44k and 4x44k arrays have the same probes, the 4x44k arrays have 10 replicates of some probes. Thus, to generate a final data set, the median value of replicated probes was used for 4x44k arrays. The fi ...",GPL6480,"Scott,,Tomlins",tomlinss@med.umich.edu,734-615-1417,Chinnaiyan Lab,Pathology,University of Michigan,"1400 E. Medical Center Dr., 5410 CCGC",Ann Arbor,MI,48109,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878861/suppl/GSM878861_GEaWA19.txt.gz,GSE35988,41000,,log2 ratio of test/reference,GSM878861
wa26,,,,,,,WA26,GSM878862,Public on May 23 2012,Feb 21 2012,May 23 2012,RNA,2,pooled benign prostate tissue (Clontech),Homo sapiens,9606,sample type: reference,total RNA,"Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions",Cy3,"One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).",metastatic prostate cancer (obtained at rapid [warm] autopsy),Homo sapiens,9606,tissue: metastatic castrate resistant prostate cancer (WA),total RNA,"Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions",Cy5,"One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","825ng of Cy3 and Cy5 labelled aRNA were hybridized competitively for 17 hrs in a 65 C hybridization oven (G2545A, Agilent) set to 10 rpm in a final concentration of 1X GEx Hybridization Buffer HI-RPM, according to the manufacturer's recommnded protocol (Two-Color Microarray-Based Gene Expression Analysis, Agilent). Arrays were washed according to the manufacturer's recommended protocol including the Stabilization and Drying Solution step (Two-Color Microarray-Based Gene Expression Analysis, Agil ...","Arrays were scanned at 5um resolution on an Agilent DNA Microarray Scanner (G2505B, Agilent) using the default settings for 1x44k or 4x44k format two-color arrays.","Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (Version 9.1.3.1).  Spot values were normalized using the default linear-lowess normalization. LogRatio for all probes, which were used for subsequent analysis, were converted to log(2). Although the 1x44k and 4x44k arrays have the same probes, the 4x44k arrays have 10 replicates of some probes. Thus, to generate a final data set, the median value of replicated probes was used for 4x44k arrays. The fi ...",GPL6480,"Scott,,Tomlins",tomlinss@med.umich.edu,734-615-1417,Chinnaiyan Lab,Pathology,University of Michigan,"1400 E. Medical Center Dr., 5410 CCGC",Ann Arbor,MI,48109,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878862/suppl/GSM878862_GEaWA26.txt.gz,GSE35988,41000,,log2 ratio of test/reference,GSM878862
wa28,,,,,,,WA28,GSM878863,Public on May 23 2012,Feb 21 2012,May 23 2012,RNA,2,pooled benign prostate tissue (Clontech),Homo sapiens,9606,sample type: reference,total RNA,"Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions",Cy3,"One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).",metastatic prostate cancer (obtained at rapid [warm] autopsy),Homo sapiens,9606,tissue: metastatic castrate resistant prostate cancer (WA),total RNA,"Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions",Cy5,"One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","825ng of Cy3 and Cy5 labelled aRNA were hybridized competitively for 17 hrs in a 65 C hybridization oven (G2545A, Agilent) set to 10 rpm in a final concentration of 1X GEx Hybridization Buffer HI-RPM, according to the manufacturer's recommnded protocol (Two-Color Microarray-Based Gene Expression Analysis, Agilent). Arrays were washed according to the manufacturer's recommended protocol including the Stabilization and Drying Solution step (Two-Color Microarray-Based Gene Expression Analysis, Agil ...","Arrays were scanned at 5um resolution on an Agilent DNA Microarray Scanner (G2505B, Agilent) using the default settings for 1x44k or 4x44k format two-color arrays.","Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (Version 9.1.3.1).  Spot values were normalized using the default linear-lowess normalization. LogRatio for all probes, which were used for subsequent analysis, were converted to log(2). Although the 1x44k and 4x44k arrays have the same probes, the 4x44k arrays have 10 replicates of some probes. Thus, to generate a final data set, the median value of replicated probes was used for 4x44k arrays. The fi ...",GPL6480,"Scott,,Tomlins",tomlinss@med.umich.edu,734-615-1417,Chinnaiyan Lab,Pathology,University of Michigan,"1400 E. Medical Center Dr., 5410 CCGC",Ann Arbor,MI,48109,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878863/suppl/GSM878863_GEaWA28.txt.gz,GSE35988,41000,,log2 ratio of test/reference,GSM878863
wa7,,,,,,,WA7,GSM878864,Public on May 23 2012,Feb 21 2012,May 23 2012,RNA,2,pooled benign prostate tissue (Clontech),Homo sapiens,9606,sample type: reference,total RNA,"Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions",Cy3,"One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).",metastatic prostate cancer (obtained at rapid [warm] autopsy),Homo sapiens,9606,tissue: metastatic castrate resistant prostate cancer (WA),total RNA,"Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions",Cy5,"One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","825ng of Cy3 and Cy5 labelled aRNA were hybridized competitively for 17 hrs in a 65 C hybridization oven (G2545A, Agilent) set to 10 rpm in a final concentration of 1X GEx Hybridization Buffer HI-RPM, according to the manufacturer's recommnded protocol (Two-Color Microarray-Based Gene Expression Analysis, Agilent). Arrays were washed according to the manufacturer's recommended protocol including the Stabilization and Drying Solution step (Two-Color Microarray-Based Gene Expression Analysis, Agil ...","Arrays were scanned at 5um resolution on an Agilent DNA Microarray Scanner (G2505B, Agilent) using the default settings for 1x44k or 4x44k format two-color arrays.","Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (Version 9.1.3.1).  Spot values were normalized using the default linear-lowess normalization. LogRatio for all probes, which were used for subsequent analysis, were converted to log(2). Although the 1x44k and 4x44k arrays have the same probes, the 4x44k arrays have 10 replicates of some probes. Thus, to generate a final data set, the median value of replicated probes was used for 4x44k arrays. The fi ...",GPL6480,"Scott,,Tomlins",tomlinss@med.umich.edu,734-615-1417,Chinnaiyan Lab,Pathology,University of Michigan,"1400 E. Medical Center Dr., 5410 CCGC",Ann Arbor,MI,48109,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878864/suppl/GSM878864_GEaWA7.txt.gz,GSE35988,41000,,log2 ratio of test/reference,GSM878864
wa10,,,,,,,WA10,GSM878865,Public on May 23 2012,Feb 21 2012,May 23 2012,RNA,2,pooled benign prostate tissue (Clontech),Homo sapiens,9606,sample type: reference,total RNA,"Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions",Cy3,"One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).",metastatic prostate cancer (obtained at rapid [warm] autopsy),Homo sapiens,9606,tissue: metastatic castrate resistant prostate cancer (WA),total RNA,"Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions",Cy5,"One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","825ng of Cy3 and Cy5 labelled aRNA were hybridized competitively for 17 hrs in a 65 C hybridization oven (G2545A, Agilent) set to 10 rpm in a final concentration of 1X GEx Hybridization Buffer HI-RPM, according to the manufacturer's recommnded protocol (Two-Color Microarray-Based Gene Expression Analysis, Agilent). Arrays were washed according to the manufacturer's recommended protocol including the Stabilization and Drying Solution step (Two-Color Microarray-Based Gene Expression Analysis, Agil ...","Arrays were scanned at 5um resolution on an Agilent DNA Microarray Scanner (G2505B, Agilent) using the default settings for 1x44k or 4x44k format two-color arrays.","Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (Version 9.1.3.1).  Spot values were normalized using the default linear-lowess normalization. LogRatio for all probes, which were used for subsequent analysis, were converted to log(2). Although the 1x44k and 4x44k arrays have the same probes, the 4x44k arrays have 10 replicates of some probes. Thus, to generate a final data set, the median value of replicated probes was used for 4x44k arrays. The fi ...",GPL6480,"Scott,,Tomlins",tomlinss@med.umich.edu,734-615-1417,Chinnaiyan Lab,Pathology,University of Michigan,"1400 E. Medical Center Dr., 5410 CCGC",Ann Arbor,MI,48109,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878865/suppl/GSM878865_GEaWA10.txt.gz,GSE35988,41000,,log2 ratio of test/reference,GSM878865
wa23,,,,,,,WA23,GSM878866,Public on May 23 2012,Feb 21 2012,May 23 2012,RNA,2,pooled benign prostate tissue (Clontech),Homo sapiens,9606,sample type: reference,total RNA,"Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions",Cy3,"One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).",metastatic prostate cancer (obtained at rapid [warm] autopsy),Homo sapiens,9606,tissue: metastatic castrate resistant prostate cancer (WA),total RNA,"Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions",Cy5,"One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","825ng of Cy3 and Cy5 labelled aRNA were hybridized competitively for 17 hrs in a 65 C hybridization oven (G2545A, Agilent) set to 10 rpm in a final concentration of 1X GEx Hybridization Buffer HI-RPM, according to the manufacturer's recommnded protocol (Two-Color Microarray-Based Gene Expression Analysis, Agilent). Arrays were washed according to the manufacturer's recommended protocol including the Stabilization and Drying Solution step (Two-Color Microarray-Based Gene Expression Analysis, Agil ...","Arrays were scanned at 5um resolution on an Agilent DNA Microarray Scanner (G2505B, Agilent) using the default settings for 1x44k or 4x44k format two-color arrays.","Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (Version 9.1.3.1).  Spot values were normalized using the default linear-lowess normalization. LogRatio for all probes, which were used for subsequent analysis, were converted to log(2). Although the 1x44k and 4x44k arrays have the same probes, the 4x44k arrays have 10 replicates of some probes. Thus, to generate a final data set, the median value of replicated probes was used for 4x44k arrays. The fi ...",GPL6480,"Scott,,Tomlins",tomlinss@med.umich.edu,734-615-1417,Chinnaiyan Lab,Pathology,University of Michigan,"1400 E. Medical Center Dr., 5410 CCGC",Ann Arbor,MI,48109,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878866/suppl/GSM878866_GEaWA23.txt.gz,GSE35988,41000,,log2 ratio of test/reference,GSM878866
wa29,,,,,,,WA29,GSM878867,Public on May 23 2012,Feb 21 2012,May 23 2012,RNA,2,pooled benign prostate tissue (Clontech),Homo sapiens,9606,sample type: reference,total RNA,"Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions",Cy3,"One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).",metastatic prostate cancer (obtained at rapid [warm] autopsy),Homo sapiens,9606,tissue: metastatic castrate resistant prostate cancer (WA),total RNA,"Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions",Cy5,"One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","825ng of Cy3 and Cy5 labelled aRNA were hybridized competitively for 17 hrs in a 65 C hybridization oven (G2545A, Agilent) set to 10 rpm in a final concentration of 1X GEx Hybridization Buffer HI-RPM, according to the manufacturer's recommnded protocol (Two-Color Microarray-Based Gene Expression Analysis, Agilent). Arrays were washed according to the manufacturer's recommended protocol including the Stabilization and Drying Solution step (Two-Color Microarray-Based Gene Expression Analysis, Agil ...","Arrays were scanned at 5um resolution on an Agilent DNA Microarray Scanner (G2505B, Agilent) using the default settings for 1x44k or 4x44k format two-color arrays.","Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (Version 9.1.3.1).  Spot values were normalized using the default linear-lowess normalization. LogRatio for all probes, which were used for subsequent analysis, were converted to log(2). Although the 1x44k and 4x44k arrays have the same probes, the 4x44k arrays have 10 replicates of some probes. Thus, to generate a final data set, the median value of replicated probes was used for 4x44k arrays. The fi ...",GPL6480,"Scott,,Tomlins",tomlinss@med.umich.edu,734-615-1417,Chinnaiyan Lab,Pathology,University of Michigan,"1400 E. Medical Center Dr., 5410 CCGC",Ann Arbor,MI,48109,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878867/suppl/GSM878867_GEaWA29.txt.gz,GSE35988,41000,,log2 ratio of test/reference,GSM878867
wa30,,,,,,,WA30,GSM878868,Public on May 23 2012,Feb 21 2012,May 23 2012,RNA,2,pooled benign prostate tissue (Clontech),Homo sapiens,9606,sample type: reference,total RNA,"Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions",Cy3,"One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).",metastatic prostate cancer (obtained at rapid [warm] autopsy),Homo sapiens,9606,tissue: metastatic castrate resistant prostate cancer (WA),total RNA,"Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions",Cy5,"One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","825ng of Cy3 and Cy5 labelled aRNA were hybridized competitively for 17 hrs in a 65 C hybridization oven (G2545A, Agilent) set to 10 rpm in a final concentration of 1X GEx Hybridization Buffer HI-RPM, according to the manufacturer's recommnded protocol (Two-Color Microarray-Based Gene Expression Analysis, Agilent). Arrays were washed according to the manufacturer's recommended protocol including the Stabilization and Drying Solution step (Two-Color Microarray-Based Gene Expression Analysis, Agil ...","Arrays were scanned at 5um resolution on an Agilent DNA Microarray Scanner (G2505B, Agilent) using the default settings for 1x44k or 4x44k format two-color arrays.","Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (Version 9.1.3.1).  Spot values were normalized using the default linear-lowess normalization. LogRatio for all probes, which were used for subsequent analysis, were converted to log(2). Although the 1x44k and 4x44k arrays have the same probes, the 4x44k arrays have 10 replicates of some probes. Thus, to generate a final data set, the median value of replicated probes was used for 4x44k arrays. The fi ...",GPL6480,"Scott,,Tomlins",tomlinss@med.umich.edu,734-615-1417,Chinnaiyan Lab,Pathology,University of Michigan,"1400 E. Medical Center Dr., 5410 CCGC",Ann Arbor,MI,48109,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878868/suppl/GSM878868_GEaWA30.txt.gz,GSE35988,41000,,log2 ratio of test/reference,GSM878868
wa53,,,,,,,WA53,GSM878869,Public on May 23 2012,Feb 21 2012,May 23 2012,RNA,2,pooled benign prostate tissue (Clontech),Homo sapiens,9606,sample type: reference,total RNA,"Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions",Cy3,"One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).",metastatic prostate cancer (obtained at rapid [warm] autopsy),Homo sapiens,9606,tissue: metastatic castrate resistant prostate cancer (WA),total RNA,"Total RNA was isolated with Trizol (Invitrogen Cat. No. 15596-026, Carlsbad, CA), according to the manufacturer's instructions. Total RNA was further purified using the Qiagen RNAeasy Mini Kit (Cat. No. 74104) according to the manufacturer's instructions",Cy5,"One ug of total RNA was reverse transcripted to cDNA using T7 Promoter Primer and MMLV-RT. Then the cDNA was converted to aRNA using T7 RNA polymerase, which simultaneously amplifies target material and incorporates cyanine 3- or cyanine 5-labeled CTP (Two-Color Microarray-Based Gene Expression Analysis Protocol, Agilent).","825ng of Cy3 and Cy5 labelled aRNA were hybridized competitively for 17 hrs in a 65 C hybridization oven (G2545A, Agilent) set to 10 rpm in a final concentration of 1X GEx Hybridization Buffer HI-RPM, according to the manufacturer's recommnded protocol (Two-Color Microarray-Based Gene Expression Analysis, Agilent). Arrays were washed according to the manufacturer's recommended protocol including the Stabilization and Drying Solution step (Two-Color Microarray-Based Gene Expression Analysis, Agil ...","Arrays were scanned at 5um resolution on an Agilent DNA Microarray Scanner (G2505B, Agilent) using the default settings for 1x44k or 4x44k format two-color arrays.","Images were auto gridded, analyzed and data extracted using Agilent Feature Extraction Software (Version 9.1.3.1).  Spot values were normalized using the default linear-lowess normalization. LogRatio for all probes, which were used for subsequent analysis, were converted to log(2). Although the 1x44k and 4x44k arrays have the same probes, the 4x44k arrays have 10 replicates of some probes. Thus, to generate a final data set, the median value of replicated probes was used for 4x44k arrays. The fi ...",GPL6480,"Scott,,Tomlins",tomlinss@med.umich.edu,734-615-1417,Chinnaiyan Lab,Pathology,University of Michigan,"1400 E. Medical Center Dr., 5410 CCGC",Ann Arbor,MI,48109,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM878nnn/GSM878869/suppl/GSM878869_GEaWA53.txt.gz,GSE35988,41000,,log2 ratio of test/reference,GSM878869
