sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_characteristics_ch1,sample_molecule_ch1,sample_label_ch1,sample_hyb_protocol,sample_scan_protocol,sample_description,sample_platform_id,sample_contact_name,sample_contact_laboratory,sample_contact_department,sample_contact_address,sample_contact_city,sample_contact_zip_postal_code,sample_contact_country,sample_supplementary_file,sample_series_id,sample_data_row_count,id_ref,big_key
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp31,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP31,GSM1318113,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue tumor,Homo sapiens,9606,tissue: human prostate tissue tumor,total RNA,FAM dye,n/a,n/a,tumor,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318113
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp32,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP32,GSM1318114,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue tumor,Homo sapiens,9606,tissue: human prostate tissue tumor,total RNA,FAM dye,n/a,n/a,tumor,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318114
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp33,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP33,GSM1318115,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue tumor,Homo sapiens,9606,tissue: human prostate tissue tumor,total RNA,FAM dye,n/a,n/a,tumor,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318115
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp34,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP34,GSM1318116,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue tumor,Homo sapiens,9606,tissue: human prostate tissue tumor,total RNA,FAM dye,n/a,n/a,tumor,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318116
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp35,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP35,GSM1318117,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue tumor,Homo sapiens,9606,tissue: human prostate tissue tumor,total RNA,FAM dye,n/a,n/a,tumor,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318117
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp36,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP36,GSM1318118,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue tumor,Homo sapiens,9606,tissue: human prostate tissue tumor,total RNA,FAM dye,n/a,n/a,tumor,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318118
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp37,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP37,GSM1318119,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue tumor,Homo sapiens,9606,tissue: human prostate tissue tumor,total RNA,FAM dye,n/a,n/a,tumor,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318119
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp38,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP38,GSM1318120,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue tumor,Homo sapiens,9606,tissue: human prostate tissue tumor,total RNA,FAM dye,n/a,n/a,tumor,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318120
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp39,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP39,GSM1318121,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue tumor,Homo sapiens,9606,tissue: human prostate tissue tumor,total RNA,FAM dye,n/a,n/a,tumor,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318121
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp40,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP40,GSM1318122,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue tumor,Homo sapiens,9606,tissue: human prostate tissue tumor,total RNA,FAM dye,n/a,n/a,tumor,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318122
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp41,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP41,GSM1318123,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue tumor,Homo sapiens,9606,tissue: human prostate tissue tumor,total RNA,FAM dye,n/a,n/a,tumor,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318123
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp42,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP42,GSM1318124,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue tumor,Homo sapiens,9606,tissue: human prostate tissue tumor,total RNA,FAM dye,n/a,n/a,tumor,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318124
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp43,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP43,GSM1318125,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue tumor,Homo sapiens,9606,tissue: human prostate tissue tumor,total RNA,FAM dye,n/a,n/a,tumor,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318125
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp44,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP44,GSM1318126,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue tumor,Homo sapiens,9606,tissue: human prostate tissue tumor,total RNA,FAM dye,n/a,n/a,tumor,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318126
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp45,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP45,GSM1318127,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue tumor,Homo sapiens,9606,tissue: human prostate tissue tumor,total RNA,FAM dye,n/a,n/a,tumor,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318127
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp47,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP47,GSM1318128,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue tumor,Homo sapiens,9606,tissue: human prostate tissue tumor,total RNA,FAM dye,n/a,n/a,tumor,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318128
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp48,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP48,GSM1318129,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue tumor,Homo sapiens,9606,tissue: human prostate tissue tumor,total RNA,FAM dye,n/a,n/a,tumor,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318129
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp49,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP49,GSM1318130,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue tumor,Homo sapiens,9606,tissue: human prostate tissue tumor,total RNA,FAM dye,n/a,n/a,tumor,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318130
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp51,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP51,GSM1318131,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue tumor,Homo sapiens,9606,tissue: human prostate tissue tumor,total RNA,FAM dye,n/a,n/a,tumor,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318131
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp52,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP52,GSM1318132,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue tumor,Homo sapiens,9606,tissue: human prostate tissue tumor,total RNA,FAM dye,n/a,n/a,tumor,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318132
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp53,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP53,GSM1318133,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue tumor,Homo sapiens,9606,tissue: human prostate tissue tumor,total RNA,FAM dye,n/a,n/a,tumor,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318133
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp54,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP54,GSM1318134,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue tumor,Homo sapiens,9606,tissue: human prostate tissue tumor,total RNA,FAM dye,n/a,n/a,tumor,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318134
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp55,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP55,GSM1318135,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue tumor,Homo sapiens,9606,tissue: human prostate tissue tumor,total RNA,FAM dye,n/a,n/a,tumor,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318135
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp57,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP57,GSM1318136,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue tumor,Homo sapiens,9606,tissue: human prostate tissue tumor,total RNA,FAM dye,n/a,n/a,tumor,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318136
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp59,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP59,GSM1318137,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue tumor,Homo sapiens,9606,tissue: human prostate tissue tumor,total RNA,FAM dye,n/a,n/a,tumor,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318137
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp60,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP60,GSM1318138,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue tumor,Homo sapiens,9606,tissue: human prostate tissue tumor,total RNA,FAM dye,n/a,n/a,tumor,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318138
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp61,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP61,GSM1318139,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue tumor,Homo sapiens,9606,tissue: human prostate tissue tumor,total RNA,FAM dye,n/a,n/a,tumor,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318139
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp62,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP62,GSM1318140,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue tumor,Homo sapiens,9606,tissue: human prostate tissue tumor,total RNA,FAM dye,n/a,n/a,tumor,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318140
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp63,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP63,GSM1318141,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue tumor,Homo sapiens,9606,tissue: human prostate tissue tumor,total RNA,FAM dye,n/a,n/a,tumor,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318141
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp64,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP64,GSM1318142,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue tumor,Homo sapiens,9606,tissue: human prostate tissue tumor,total RNA,FAM dye,n/a,n/a,tumor,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318142
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp75,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP75,GSM1318143,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue benign,Homo sapiens,9606,tissue: human prostate tissue benign,total RNA,FAM dye,n/a,n/a,benign,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318143
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp76,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP76,GSM1318144,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue benign,Homo sapiens,9606,tissue: human prostate tissue benign,total RNA,FAM dye,n/a,n/a,benign,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318144
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp78,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP78,GSM1318145,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue benign,Homo sapiens,9606,tissue: human prostate tissue benign,total RNA,FAM dye,n/a,n/a,benign,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318145
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp79,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP79,GSM1318146,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue benign,Homo sapiens,9606,tissue: human prostate tissue benign,total RNA,FAM dye,n/a,n/a,benign,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318146
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp80,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP80,GSM1318147,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue tumor,Homo sapiens,9606,tissue: human prostate tissue tumor,total RNA,FAM dye,n/a,n/a,tumor,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318147
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp81,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP81,GSM1318148,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue tumor,Homo sapiens,9606,tissue: human prostate tissue tumor,total RNA,FAM dye,n/a,n/a,tumor,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318148
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp82,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP82,GSM1318149,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue tumor,Homo sapiens,9606,tissue: human prostate tissue tumor,total RNA,FAM dye,n/a,n/a,tumor,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318149
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp83,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP83,GSM1318150,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue tumor,Homo sapiens,9606,tissue: human prostate tissue tumor,total RNA,FAM dye,n/a,n/a,tumor,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318150
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp84,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP84,GSM1318151,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue benign,Homo sapiens,9606,tissue: human prostate tissue benign,total RNA,FAM dye,n/a,n/a,benign,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318151
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp85,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP85,GSM1318152,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue benign,Homo sapiens,9606,tissue: human prostate tissue benign,total RNA,FAM dye,n/a,n/a,benign,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318152
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp86,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP86,GSM1318153,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue benign,Homo sapiens,9606,tissue: human prostate tissue benign,total RNA,FAM dye,n/a,n/a,benign,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318153
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp87,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP87,GSM1318154,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue benign,Homo sapiens,9606,tissue: human prostate tissue benign,total RNA,FAM dye,n/a,n/a,benign,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318154
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp88,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP88,GSM1318155,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue benign,Homo sapiens,9606,tissue: human prostate tissue benign,total RNA,FAM dye,n/a,n/a,benign,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318155
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp89,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP89,GSM1318156,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue benign,Homo sapiens,9606,tissue: human prostate tissue benign,total RNA,FAM dye,n/a,n/a,benign,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318156
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp90,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP90,GSM1318157,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue benign,Homo sapiens,9606,tissue: human prostate tissue benign,total RNA,FAM dye,n/a,n/a,benign,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318157
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp91,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP91,GSM1318158,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue benign,Homo sapiens,9606,tissue: human prostate tissue benign,total RNA,FAM dye,n/a,n/a,benign,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318158
qrt-pcr_gene_expression_data_of_human_prostate_tissue_igp92,,,,,,,qRT-PCR gene expression data of human prostate tissue IGP92,GSM1318159,Public on Dec 08 2014,Jan 29 2014,Dec 08 2014,RNA,1,human prostate tissue benign,Homo sapiens,9606,tissue: human prostate tissue benign,total RNA,FAM dye,n/a,n/a,benign,GPL18234,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,NONE,GSE54516,522,,GSM1318159
