sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_characteristics_ch1,sample_molecule_ch1,sample_label_ch1,sample_organism_ch2,sample_taxid_ch2,sample_molecule_ch2,sample_label_ch2,sample_description,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_phone,sample_contact_fax,sample_contact_laboratory,sample_contact_department,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_supplementary_file,sample_series_id,sample_data_row_count,id_ref,value,big_key,treatment,tissue,time
prostate_testosterone_14_day_rep1,,,,,,,Prostate testosterone 14 day rep1,GSM446352,Public on Jun 14 2010,Aug 28 2009,Jun 14 2010,RNA,2,"human prostate in testosterone-treated mouse, 14 day",Homo sapiens,9606,time (days): 14,total RNA,Cy5,Homo sapiens,9606,total RNA,Cy3,n/a,GPL9035,"Simon,,Hayward",simon.hayward@vanderbilt.edu,615-322-5823,615-322-5869,Hayward,Urologic Surgery,Vanderbilt University Medical Center,"A1302 MCN, 1161 21st Ave S.",Nashville,TN,37232-2765,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM446nnn/GSM446352/suppl/GSM446352_2005-01-07-HuOli-30K-P2-G4-slide-3000236910.gpr.gz,GSE17862,28830,,Lowess normalized log2 test/reference,GSM446352,"intact, +testosteronecastrated",prostate xenograftprostate xenograft,0
prostate_testosterone_0_day_rep2,,,,,,,Prostate testosterone 0 day rep2,GSM446353,Public on Jun 14 2010,Aug 28 2009,Jun 14 2010,RNA,2,"human prostate in testosterone-treated mouse, 0 day",Homo sapiens,9606,time (days): 0,total RNA,Cy5,Homo sapiens,9606,total RNA,Cy3,n/a,GPL9035,"Simon,,Hayward",simon.hayward@vanderbilt.edu,615-322-5823,615-322-5869,Hayward,Urologic Surgery,Vanderbilt University Medical Center,"A1302 MCN, 1161 21st Ave S.",Nashville,TN,37232-2765,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM446nnn/GSM446353/suppl/GSM446353_2005-01-07-HuOli-30K-P2-G4-slide-3000236911.gpr.gz,GSE17862,28830,,Lowess normalized log2 test/reference,GSM446353,"intact, +testosteronecastrated",prostate xenograftprostate xenograft,0
prostate_testosterone_1_day_rep2,,,,,,,Prostate testosterone 1 day rep2,GSM446354,Public on Jun 14 2010,Aug 28 2009,Jun 14 2010,RNA,2,"human prostate in testosterone-treated mouse, 1 day",Homo sapiens,9606,time (days): 1,total RNA,Cy5,Homo sapiens,9606,total RNA,Cy3,n/a,GPL9035,"Simon,,Hayward",simon.hayward@vanderbilt.edu,615-322-5823,615-322-5869,Hayward,Urologic Surgery,Vanderbilt University Medical Center,"A1302 MCN, 1161 21st Ave S.",Nashville,TN,37232-2765,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM446nnn/GSM446354/suppl/GSM446354_2005-01-07-HuOli-30K-P2-G4-slide-3000236912.gpr.gz,GSE17862,28830,,Lowess normalized log2 test/reference,GSM446354,"intact, +testosteronecastrated",prostate xenograftprostate xenograft,0
prostate_testosterone_3_day_rep2,,,,,,,Prostate testosterone 3 day rep2,GSM446355,Public on Jun 14 2010,Aug 28 2009,Jun 14 2010,RNA,2,"human prostate in testosterone-treated mouse, 3 day",Homo sapiens,9606,time (days): 3,total RNA,Cy5,Homo sapiens,9606,total RNA,Cy3,n/a,GPL9035,"Simon,,Hayward",simon.hayward@vanderbilt.edu,615-322-5823,615-322-5869,Hayward,Urologic Surgery,Vanderbilt University Medical Center,"A1302 MCN, 1161 21st Ave S.",Nashville,TN,37232-2765,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM446nnn/GSM446355/suppl/GSM446355_2005-01-07-HuOli-30K-P2-G4-slide-3000236917.gpr.gz,GSE17862,28830,,Lowess normalized log2 test/reference,GSM446355,"intact, +testosteronecastrated",prostate xenograftprostate xenograft,0
prostate_testosterone_7_day_rep2,,,,,,,Prostate testosterone 7 day rep2,GSM446356,Public on Jun 14 2010,Aug 28 2009,Jun 14 2010,RNA,2,"human prostate in testosterone-treated mouse, 7 day",Homo sapiens,9606,time (days): 7,total RNA,Cy5,Homo sapiens,9606,total RNA,Cy3,n/a,GPL9035,"Simon,,Hayward",simon.hayward@vanderbilt.edu,615-322-5823,615-322-5869,Hayward,Urologic Surgery,Vanderbilt University Medical Center,"A1302 MCN, 1161 21st Ave S.",Nashville,TN,37232-2765,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM446nnn/GSM446356/suppl/GSM446356_2005-01-07-HuOli-30K-P2-G4-slide-3000236918.gpr.gz,GSE17862,28830,,Lowess normalized log2 test/reference,GSM446356,"intact, +testosteronecastrated",prostate xenograftprostate xenograft,0
prostate_testosterone_14_day_rep2,,,,,,,Prostate testosterone 14 day rep2,GSM446357,Public on Jun 14 2010,Aug 28 2009,Jun 14 2010,RNA,2,"human prostate in testosterone-treated mouse, 14 day",Homo sapiens,9606,time (days): 14,total RNA,Cy5,Homo sapiens,9606,total RNA,Cy3,n/a,GPL9035,"Simon,,Hayward",simon.hayward@vanderbilt.edu,615-322-5823,615-322-5869,Hayward,Urologic Surgery,Vanderbilt University Medical Center,"A1302 MCN, 1161 21st Ave S.",Nashville,TN,37232-2765,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM446nnn/GSM446357/suppl/GSM446357_2005-01-07-HuOli-30K-P2-G4-slide-3000236919.gpr.gz,GSE17862,28830,,Lowess normalized log2 test/reference,GSM446357,"intact, +testosteronecastrated",prostate xenograftprostate xenograft,0
prostate_testosterone_0_day_rep3,,,,,,,Prostate testosterone 0 day rep3,GSM446358,Public on Jun 14 2010,Aug 28 2009,Jun 14 2010,RNA,2,"human prostate in testosterone-treated mouse, 0 day",Homo sapiens,9606,time (days): 0,total RNA,Cy5,Homo sapiens,9606,total RNA,Cy3,n/a,GPL9035,"Simon,,Hayward",simon.hayward@vanderbilt.edu,615-322-5823,615-322-5869,Hayward,Urologic Surgery,Vanderbilt University Medical Center,"A1302 MCN, 1161 21st Ave S.",Nashville,TN,37232-2765,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM446nnn/GSM446358/suppl/GSM446358_2004-12-07-HuOli-30K-P2-G4-slide-3000236839.gpr.gz,GSE17862,28830,,Lowess normalized log2 test/reference,GSM446358,"intact, +testosteronecastrated",prostate xenograftprostate xenograft,0
prostate_testosterone_1_day_rep3,,,,,,,Prostate testosterone 1 day rep3,GSM446359,Public on Jun 14 2010,Aug 28 2009,Jun 14 2010,RNA,2,"human prostate in testosterone-treated mouse, 1 day",Homo sapiens,9606,time (days): 1,total RNA,Cy5,Homo sapiens,9606,total RNA,Cy3,n/a,GPL9035,"Simon,,Hayward",simon.hayward@vanderbilt.edu,615-322-5823,615-322-5869,Hayward,Urologic Surgery,Vanderbilt University Medical Center,"A1302 MCN, 1161 21st Ave S.",Nashville,TN,37232-2765,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM446nnn/GSM446359/suppl/GSM446359_2004-12-07-HuOli-30K-P2-G4-slide-3000236840.gpr.gz,GSE17862,28830,,Lowess normalized log2 test/reference,GSM446359,"intact, +testosteronecastrated",prostate xenograftprostate xenograft,0
prostate_testosterone_3_day_rep3,,,,,,,Prostate testosterone 3 day rep3,GSM446360,Public on Jun 14 2010,Aug 28 2009,Jun 14 2010,RNA,2,"human prostate in testosterone-treated mouse, 3 day",Homo sapiens,9606,time (days): 3,total RNA,Cy5,Homo sapiens,9606,total RNA,Cy3,n/a,GPL9035,"Simon,,Hayward",simon.hayward@vanderbilt.edu,615-322-5823,615-322-5869,Hayward,Urologic Surgery,Vanderbilt University Medical Center,"A1302 MCN, 1161 21st Ave S.",Nashville,TN,37232-2765,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM446nnn/GSM446360/suppl/GSM446360_2004-12-07-HuOli-30K-P2-G4-slide-3000236841.gpr.gz,GSE17862,28830,,Lowess normalized log2 test/reference,GSM446360,"intact, +testosteronecastrated",prostate xenograftprostate xenograft,0
prostate_testosterone_7_day_rep3,,,,,,,Prostate testosterone 7 day rep3,GSM446361,Public on Jun 14 2010,Aug 28 2009,Jun 14 2010,RNA,2,"human prostate in testosterone-treated mouse, 7 day",Homo sapiens,9606,time (days): 7,total RNA,Cy5,Homo sapiens,9606,total RNA,Cy3,n/a,GPL9035,"Simon,,Hayward",simon.hayward@vanderbilt.edu,615-322-5823,615-322-5869,Hayward,Urologic Surgery,Vanderbilt University Medical Center,"A1302 MCN, 1161 21st Ave S.",Nashville,TN,37232-2765,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM446nnn/GSM446361/suppl/GSM446361_2004-12-07-HuOli-30K-P2-G4-slide-3000236842.gpr.gz,GSE17862,28830,,Lowess normalized log2 test/reference,GSM446361,"intact, +testosteronecastrated",prostate xenograftprostate xenograft,0
prostate_testosterone_14_day_rep3,,,,,,,Prostate testosterone 14 day rep3,GSM446362,Public on Jun 14 2010,Aug 28 2009,Jun 14 2010,RNA,2,"human prostate in testosterone-treated mouse, 14 day",Homo sapiens,9606,time (days): 14,total RNA,Cy5,Homo sapiens,9606,total RNA,Cy3,n/a,GPL9035,"Simon,,Hayward",simon.hayward@vanderbilt.edu,615-322-5823,615-322-5869,Hayward,Urologic Surgery,Vanderbilt University Medical Center,"A1302 MCN, 1161 21st Ave S.",Nashville,TN,37232-2765,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM446nnn/GSM446362/suppl/GSM446362_2004-12-07-HuOli-30K-P2-G4-slide-3000236843.gpr.gz,GSE17862,28830,,Lowess normalized log2 test/reference,GSM446362,"intact, +testosteronecastrated",prostate xenograftprostate xenograft,0
prostate_testosterone_0_day_rep4,,,,,,,Prostate testosterone 0 day rep4,GSM446363,Public on Jun 14 2010,Aug 28 2009,Jun 14 2010,RNA,2,"human prostate in testosterone-treated mouse, 0 day",Homo sapiens,9606,time (days): 0,total RNA,Cy5,Homo sapiens,9606,total RNA,Cy3,n/a,GPL9035,"Simon,,Hayward",simon.hayward@vanderbilt.edu,615-322-5823,615-322-5869,Hayward,Urologic Surgery,Vanderbilt University Medical Center,"A1302 MCN, 1161 21st Ave S.",Nashville,TN,37232-2765,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM446nnn/GSM446363/suppl/GSM446363_2004-12-07-HuOli-30K-P2-G4-slide-3000236844.gpr.gz,GSE17862,28830,,Lowess normalized log2 test/reference,GSM446363,"intact, +testosteronecastrated",prostate xenograftprostate xenograft,0
prostate_testosterone_1_day_rep4,,,,,,,Prostate testosterone 1 day rep4,GSM446364,Public on Jun 14 2010,Aug 28 2009,Jun 14 2010,RNA,2,"human prostate in testosterone-treated mouse, 1 day",Homo sapiens,9606,time (days): 1,total RNA,Cy5,Homo sapiens,9606,total RNA,Cy3,n/a,GPL9035,"Simon,,Hayward",simon.hayward@vanderbilt.edu,615-322-5823,615-322-5869,Hayward,Urologic Surgery,Vanderbilt University Medical Center,"A1302 MCN, 1161 21st Ave S.",Nashville,TN,37232-2765,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM446nnn/GSM446364/suppl/GSM446364_2004-12-07-HuOli-30K-P2-G4-slide-3000236845.gpr.gz,GSE17862,28830,,Lowess normalized log2 test/reference,GSM446364,"intact, +testosteronecastrated",prostate xenograftprostate xenograft,0
prostate_testosterone_3_day_rep4,,,,,,,Prostate testosterone 3 day rep4,GSM446365,Public on Jun 14 2010,Aug 28 2009,Jun 14 2010,RNA,2,"human prostate in testosterone-treated mouse, 3 day",Homo sapiens,9606,time (days): 3,total RNA,Cy5,Homo sapiens,9606,total RNA,Cy3,n/a,GPL9035,"Simon,,Hayward",simon.hayward@vanderbilt.edu,615-322-5823,615-322-5869,Hayward,Urologic Surgery,Vanderbilt University Medical Center,"A1302 MCN, 1161 21st Ave S.",Nashville,TN,37232-2765,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM446nnn/GSM446365/suppl/GSM446365_2004-12-07-HuOli-30K-P2-G4-slide-3000236846.gpr.gz,GSE17862,28830,,Lowess normalized log2 test/reference,GSM446365,"intact, +testosteronecastrated",prostate xenograftprostate xenograft,0
prostate_testosterone_7_day_rep4,,,,,,,Prostate testosterone 7 day rep4,GSM446366,Public on Jun 14 2010,Aug 28 2009,Jun 14 2010,RNA,2,"human prostate in testosterone-treated mouse, 7 day",Homo sapiens,9606,time (days): 7,total RNA,Cy5,Homo sapiens,9606,total RNA,Cy3,n/a,GPL9035,"Simon,,Hayward",simon.hayward@vanderbilt.edu,615-322-5823,615-322-5869,Hayward,Urologic Surgery,Vanderbilt University Medical Center,"A1302 MCN, 1161 21st Ave S.",Nashville,TN,37232-2765,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM446nnn/GSM446366/suppl/GSM446366_2004-12-07-HuOli-30K-P2-G4-slide-3000236847.gpr.gz,GSE17862,28830,,Lowess normalized log2 test/reference,GSM446366,"intact, +testosteronecastrated",prostate xenograftprostate xenograft,0
prostate_testosterone_14_day_rep4,,,,,,,Prostate testosterone 14 day rep4,GSM446367,Public on Jun 14 2010,Aug 28 2009,Jun 14 2010,RNA,2,"human prostate in testosterone-treated mouse, 14 day",Homo sapiens,9606,time (days): 14,total RNA,Cy5,Homo sapiens,9606,total RNA,Cy3,n/a,GPL9035,"Simon,,Hayward",simon.hayward@vanderbilt.edu,615-322-5823,615-322-5869,Hayward,Urologic Surgery,Vanderbilt University Medical Center,"A1302 MCN, 1161 21st Ave S.",Nashville,TN,37232-2765,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM446nnn/GSM446367/suppl/GSM446367_2004-12-07-HuOli-30K-P2-G4-slide-3000236848.gpr.gz,GSE17862,28830,,Lowess normalized log2 test/reference,GSM446367,"intact, +testosteronecastrated",prostate xenograftprostate xenograft,0
prostate_testosterone_0_day_rep5,,,,,,,Prostate testosterone 0 day rep5,GSM446368,Public on Jun 14 2010,Aug 28 2009,Jun 14 2010,RNA,2,"human prostate in testosterone-treated mouse, 0 day",Homo sapiens,9606,time (days): 0,total RNA,Cy5,Homo sapiens,9606,total RNA,Cy3,n/a,GPL9035,"Simon,,Hayward",simon.hayward@vanderbilt.edu,615-322-5823,615-322-5869,Hayward,Urologic Surgery,Vanderbilt University Medical Center,"A1302 MCN, 1161 21st Ave S.",Nashville,TN,37232-2765,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM446nnn/GSM446368/suppl/GSM446368_2005-01-05-HuOli-30K-P1-G4-slide-3000236896.gpr.gz,GSE17862,28830,,Lowess normalized log2 test/reference,GSM446368,"intact, +testosteronecastrated",prostate xenograftprostate xenograft,0
prostate_testosterone_1_day_rep5,,,,,,,Prostate testosterone 1 day rep5,GSM446369,Public on Jun 14 2010,Aug 28 2009,Jun 14 2010,RNA,2,"human prostate in testosterone-treated mouse, 1 day",Homo sapiens,9606,time (days): 1,total RNA,Cy5,Homo sapiens,9606,total RNA,Cy3,n/a,GPL9035,"Simon,,Hayward",simon.hayward@vanderbilt.edu,615-322-5823,615-322-5869,Hayward,Urologic Surgery,Vanderbilt University Medical Center,"A1302 MCN, 1161 21st Ave S.",Nashville,TN,37232-2765,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM446nnn/GSM446369/suppl/GSM446369_2005-01-06-HuOli-30K-P2-G4-slide-3000236902.gpr.gz,GSE17862,28830,,Lowess normalized log2 test/reference,GSM446369,"intact, +testosteronecastrated",prostate xenograftprostate xenograft,0
prostate_testosterone_3_day_rep5,,,,,,,Prostate testosterone 3 day rep5,GSM446370,Public on Jun 14 2010,Aug 28 2009,Jun 14 2010,RNA,2,"human prostate in testosterone-treated mouse, 3 day",Homo sapiens,9606,time (days): 3,total RNA,Cy5,Homo sapiens,9606,total RNA,Cy3,n/a,GPL9035,"Simon,,Hayward",simon.hayward@vanderbilt.edu,615-322-5823,615-322-5869,Hayward,Urologic Surgery,Vanderbilt University Medical Center,"A1302 MCN, 1161 21st Ave S.",Nashville,TN,37232-2765,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM446nnn/GSM446370/suppl/GSM446370_2005-01-06-HuOli-30K-P2-G4-slide-3000236903.gpr.gz,GSE17862,28830,,Lowess normalized log2 test/reference,GSM446370,"intact, +testosteronecastrated",prostate xenograftprostate xenograft,0
prostate_testosterone_7_day_rep5,,,,,,,Prostate testosterone 7 day rep5,GSM446371,Public on Jun 14 2010,Aug 28 2009,Jun 14 2010,RNA,2,"human prostate in testosterone-treated mouse, 7 day",Homo sapiens,9606,time (days): 7,total RNA,Cy5,Homo sapiens,9606,total RNA,Cy3,n/a,GPL9035,"Simon,,Hayward",simon.hayward@vanderbilt.edu,615-322-5823,615-322-5869,Hayward,Urologic Surgery,Vanderbilt University Medical Center,"A1302 MCN, 1161 21st Ave S.",Nashville,TN,37232-2765,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM446nnn/GSM446371/suppl/GSM446371_2005-01-06-HuOli-30K-P2-G4-slide-3000236904.gpr.gz,GSE17862,28830,,Lowess normalized log2 test/reference,GSM446371,"intact, +testosteronecastrated",prostate xenograftprostate xenograft,0
prostate_testosterone_14_day_rep5,,,,,,,Prostate testosterone 14 day rep5,GSM446372,Public on Jun 14 2010,Aug 28 2009,Jun 14 2010,RNA,2,"human prostate in testosterone-treated mouse, 14 day",Homo sapiens,9606,time (days): 14,total RNA,Cy5,Homo sapiens,9606,total RNA,Cy3,n/a,GPL9035,"Simon,,Hayward",simon.hayward@vanderbilt.edu,615-322-5823,615-322-5869,Hayward,Urologic Surgery,Vanderbilt University Medical Center,"A1302 MCN, 1161 21st Ave S.",Nashville,TN,37232-2765,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM446nnn/GSM446372/suppl/GSM446372_2005-01-06-HuOli-30K-P2-G4-slide-3000236905.gpr.gz,GSE17862,28830,,Lowess normalized log2 test/reference,GSM446372,"intact, +testosteronecastrated",prostate xenograftprostate xenograft,0
prostate_testosterone_0_day_rep6,,,,,,,Prostate testosterone 0 day rep6,GSM446373,Public on Jun 14 2010,Aug 28 2009,Jun 14 2010,RNA,2,"human prostate in testosterone-treated mouse, 0 day",Homo sapiens,9606,time (days): 0,total RNA,Cy5,Homo sapiens,9606,total RNA,Cy3,n/a,GPL9035,"Simon,,Hayward",simon.hayward@vanderbilt.edu,615-322-5823,615-322-5869,Hayward,Urologic Surgery,Vanderbilt University Medical Center,"A1302 MCN, 1161 21st Ave S.",Nashville,TN,37232-2765,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM446nnn/GSM446373/suppl/GSM446373_2005-01-05-HuOli-30K-P1-G4-slide-3000236895.gpr.gz,GSE17862,28830,,Lowess normalized log2 test/reference,GSM446373,"intact, +testosteronecastrated",prostate xenograftprostate xenograft,0
prostate_testosterone_1_day_rep6,,,,,,,Prostate testosterone 1 day rep6,GSM446374,Public on Jun 14 2010,Aug 28 2009,Jun 14 2010,RNA,2,"human prostate in testosterone-treated mouse, 1 day",Homo sapiens,9606,time (days): 1,total RNA,Cy5,Homo sapiens,9606,total RNA,Cy3,n/a,GPL9035,"Simon,,Hayward",simon.hayward@vanderbilt.edu,615-322-5823,615-322-5869,Hayward,Urologic Surgery,Vanderbilt University Medical Center,"A1302 MCN, 1161 21st Ave S.",Nashville,TN,37232-2765,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM446nnn/GSM446374/suppl/GSM446374_2005-01-06-HuOli-30K-P2-G4-slide-3000236898.gpr.gz,GSE17862,28830,,Lowess normalized log2 test/reference,GSM446374,"intact, +testosteronecastrated",prostate xenograftprostate xenograft,0
prostate_testosterone_3_day_rep6,,,,,,,Prostate testosterone 3 day rep6,GSM446375,Public on Jun 14 2010,Aug 28 2009,Jun 14 2010,RNA,2,"human prostate in testosterone-treated mouse, 3 day",Homo sapiens,9606,time (days): 3,total RNA,Cy5,Homo sapiens,9606,total RNA,Cy3,n/a,GPL9035,"Simon,,Hayward",simon.hayward@vanderbilt.edu,615-322-5823,615-322-5869,Hayward,Urologic Surgery,Vanderbilt University Medical Center,"A1302 MCN, 1161 21st Ave S.",Nashville,TN,37232-2765,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM446nnn/GSM446375/suppl/GSM446375_2005-01-06-HuOli-30K-P2-G4-slide-3000236899.gpr.gz,GSE17862,28830,,Lowess normalized log2 test/reference,GSM446375,"intact, +testosteronecastrated",prostate xenograftprostate xenograft,0
prostate_testosterone_7_day_rep6,,,,,,,Prostate testosterone 7 day rep6,GSM446376,Public on Jun 14 2010,Aug 28 2009,Jun 14 2010,RNA,2,"human prostate in testosterone-treated mouse, 7 day",Homo sapiens,9606,time (days): 7,total RNA,Cy5,Homo sapiens,9606,total RNA,Cy3,n/a,GPL9035,"Simon,,Hayward",simon.hayward@vanderbilt.edu,615-322-5823,615-322-5869,Hayward,Urologic Surgery,Vanderbilt University Medical Center,"A1302 MCN, 1161 21st Ave S.",Nashville,TN,37232-2765,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM446nnn/GSM446376/suppl/GSM446376_2005-01-06-HuOli-30K-P2-G4-slide-3000236900.gpr.gz,GSE17862,28830,,Lowess normalized log2 test/reference,GSM446376,"intact, +testosteronecastrated",prostate xenograftprostate xenograft,0
prostate_testosterone_14_day_rep6,,,,,,,Prostate testosterone 14 day rep6,GSM446377,Public on Jun 14 2010,Aug 28 2009,Jun 14 2010,RNA,2,"human prostate in testosterone-treated mouse, 14 day",Homo sapiens,9606,time (days): 14,total RNA,Cy5,Homo sapiens,9606,total RNA,Cy3,n/a,GPL9035,"Simon,,Hayward",simon.hayward@vanderbilt.edu,615-322-5823,615-322-5869,Hayward,Urologic Surgery,Vanderbilt University Medical Center,"A1302 MCN, 1161 21st Ave S.",Nashville,TN,37232-2765,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM446nnn/GSM446377/suppl/GSM446377_2005-01-06-HuOli-30K-P2-G4-slide-3000236901.gpr.gz,GSE17862,28830,,Lowess normalized log2 test/reference,GSM446377,"intact, +testosteronecastrated",prostate xenograftprostate xenograft,0
