sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_label_ch1,sample_platform_id,sample_contact_name,sample_contact_laboratory,sample_contact_department,sample_contact_address,sample_contact_city,sample_contact_zip_postal_code,sample_contact_country,sample_supplementary_file,sample_series_id,sample_data_row_count,id_ref,value,big_key,tissuer_type,tumor_type
igp31,,,,,,,IGP31,GSM720554,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720554/suppl/GSM720554.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720554,Tumor,TMPRSS2-ERG Fusion-negative
igp32,,,,,,,IGP32,GSM720555,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720555/suppl/GSM720555.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720555,Tumor,TMPRSS2-ERG Fusion-negative
igp33,,,,,,,IGP33,GSM720556,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720556/suppl/GSM720556.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720556,Tumor,TMPRSS2-ERG Fusion-negative
igp35,,,,,,,IGP35,GSM720557,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720557/suppl/GSM720557.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720557,Tumor,TMPRSS2-ERG Fusion-negative
igp36,,,,,,,IGP36,GSM720558,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720558/suppl/GSM720558.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720558,Tumor,TMPRSS2-ERG Fusion-negative
igp37,,,,,,,IGP37,GSM720559,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720559/suppl/GSM720559.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720559,Tumor,TMPRSS2-ERG Fusion-positive
igp38,,,,,,,IGP38,GSM720560,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720560/suppl/GSM720560.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720560,Tumor,TMPRSS2-ERG Fusion-negative
igp39,,,,,,,IGP39,GSM720561,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720561/suppl/GSM720561.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720561,Tumor,unclear
igp40,,,,,,,IGP40,GSM720562,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720562/suppl/GSM720562.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720562,Tumor,TMPRSS2-ERG Fusion-positive
igp41,,,,,,,IGP41,GSM720563,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720563/suppl/GSM720563.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720563,Tumor,TMPRSS2-ERG Fusion-positive
igp42,,,,,,,IGP42,GSM720564,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720564/suppl/GSM720564.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720564,Tumor,unclear
igp43,,,,,,,IGP43,GSM720565,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720565/suppl/GSM720565.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720565,Tumor,TMPRSS2-ERG Fusion-negative
igp44,,,,,,,IGP44,GSM720566,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720566/suppl/GSM720566.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720566,Tumor,TMPRSS2-ERG Fusion-positive
igp45,,,,,,,IGP45,GSM720567,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720567/suppl/GSM720567.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720567,Tumor,unclear
igp47,,,,,,,IGP47,GSM720568,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720568/suppl/GSM720568.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720568,Tumor,TMPRSS2-ERG Fusion-positive
igp48,,,,,,,IGP48,GSM720569,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720569/suppl/GSM720569.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720569,Tumor,TMPRSS2-ERG Fusion-positive
igp49,,,,,,,IGP49,GSM720570,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720570/suppl/GSM720570.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720570,Tumor,TMPRSS2-ERG Fusion-positive
igp51,,,,,,,IGP51,GSM720571,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720571/suppl/GSM720571.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720571,Tumor,TMPRSS2-ERG Fusion-negative
igp52,,,,,,,IGP52,GSM720572,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720572/suppl/GSM720572.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720572,Tumor,TMPRSS2-ERG Fusion-negative
igp54,,,,,,,IGP54,GSM720573,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720573/suppl/GSM720573.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720573,Tumor,unclear
igp55,,,,,,,IGP55,GSM720574,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720574/suppl/GSM720574.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720574,Tumor,TMPRSS2-ERG Fusion-negative
igp57,,,,,,,IGP57,GSM720575,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720575/suppl/GSM720575.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720575,Tumor,TMPRSS2-ERG Fusion-negative
igp59,,,,,,,IGP59,GSM720576,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720576/suppl/GSM720576.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720576,Tumor,unclear
igp60,,,,,,,IGP60,GSM720577,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720577/suppl/GSM720577.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720577,Tumor,TMPRSS2-ERG Fusion-positive
igp61,,,,,,,IGP61,GSM720578,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720578/suppl/GSM720578.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720578,Tumor,TMPRSS2-ERG Fusion-positive
igp62,,,,,,,IGP62,GSM720579,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720579/suppl/GSM720579.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720579,Tumor,TMPRSS2-ERG Fusion-positive
igp64,,,,,,,IGP64,GSM720580,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720580/suppl/GSM720580.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720580,Tumor,TMPRSS2-ERG Fusion-positive
igp75,,,,,,,IGP75,GSM720581,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720581/suppl/GSM720581.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720581,Benign,NA
igp76,,,,,,,IGP76,GSM720582,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720582/suppl/GSM720582.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720582,Benign,NA
igp78,,,,,,,IGP78,GSM720583,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720583/suppl/GSM720583.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720583,Benign,NA
igp79,,,,,,,IGP79,GSM720584,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720584/suppl/GSM720584.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720584,Benign,NA
igp80,,,,,,,IGP80,GSM720585,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720585/suppl/GSM720585.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720585,Tumor,TMPRSS2-ERG Fusion-positive
igp81,,,,,,,IGP81,GSM720586,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720586/suppl/GSM720586.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720586,Tumor,TMPRSS2-ERG Fusion-negative
igp82,,,,,,,IGP82,GSM720587,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720587/suppl/GSM720587.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720587,Tumor,unclear
igp83,,,,,,,IGP83,GSM720588,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720588/suppl/GSM720588.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720588,Tumor,TMPRSS2-ERG Fusion-negative
igp84,,,,,,,IGP84,GSM720589,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720589/suppl/GSM720589.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720589,Benign,NA
igp85,,,,,,,IGP85,GSM720590,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720590/suppl/GSM720590.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720590,Benign,NA
igp86,,,,,,,IGP86,GSM720591,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720591/suppl/GSM720591.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720591,Benign,NA
igp87,,,,,,,IGP87,GSM720592,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720592/suppl/GSM720592.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720592,Benign,NA
igp88,,,,,,,IGP88,GSM720593,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720593/suppl/GSM720593.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720593,Benign,NA
igp89,,,,,,,IGP89,GSM720594,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720594/suppl/GSM720594.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720594,Benign,NA
igp90,,,,,,,IGP90,GSM720595,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720595/suppl/GSM720595.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720595,Benign,NA
igp91,,,,,,,IGP91,GSM720596,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720596/suppl/GSM720596.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720596,Benign,NA
igp92,,,,,,,IGP92,GSM720597,Public on Dec 31 2011,May 05 2011,Dec 31 2011,RNA,1,Human prostate epithelium,Homo sapiens,9606,total RNA,Biotin,GPL5175,"Ruprecht,,Kuner",Unit Cancer Genome Research,Molecular Genetics,Im Neuenheimer Feld 460,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM720nnn/GSM720597/suppl/GSM720597.CEL.gz,GSE29079,17881,Transcript cluster ID,log2 RMA,GSM720597,Benign,NA
