sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_molecule_ch1,sample_label_ch1,sample_platform_id,sample_contact_name,sample_contact_email,sample_contact_phone,sample_contact_fax,sample_contact_department,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_state,sample_contact_zip_postal_code,sample_contact_country,sample_supplementary_file,sample_series_id,sample_data_row_count,id_ref,value,big_key,tissue,tissue_source
ea_tumor_10_agilent_,,,,,,,EA tumor 10 [Agilent],GSM1568659,Public on Jul 27 2015,Dec 18 2014,Aug 06 2015,RNA,1,prostate biopsy from prostate cancer patient,Homo sapiens,9606,total RNA,Cy3,GPL8227,"Bi-Dar,,Wang",wangbi@gwu.edu,202-994-3543,202-994-2870,Pharmacology and Physiology,The George Washington University Medical Center,"2300 I street, NW",Washington,DC,20037,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1568nnn/GSM1568659/suppl/GSM1568659_US451R3000_251911814147_S01_miRNA-v1_95_May07_NormLab_2_2.txt.gz,"GSE64318, GSE64333",821,,"Log2-transformed, normalized signal intensity",GSM1568659,prostate cancer samples from EA,needle biosy core
ea_tumor_11_agilent_,,,,,,,EA tumor 11 [Agilent],GSM1568660,Public on Jul 27 2015,Dec 18 2014,Aug 06 2015,RNA,1,prostate biopsy from prostate cancer patient,Homo sapiens,9606,total RNA,Cy3,GPL8227,"Bi-Dar,,Wang",wangbi@gwu.edu,202-994-3543,202-994-2870,Pharmacology and Physiology,The George Washington University Medical Center,"2300 I street, NW",Washington,DC,20037,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1568nnn/GSM1568660/suppl/GSM1568660_US451R3000_251911814147_S01_miRNA-v1_95_May07_NormLab_2_3.txt.gz,"GSE64318, GSE64333",821,,"Log2-transformed, normalized signal intensity",GSM1568660,prostate cancer samples from EA,needle biosy core
ea_tumor_12_agilent_,,,,,,,EA tumor 12 [Agilent],GSM1568661,Public on Jul 27 2015,Dec 18 2014,Aug 06 2015,RNA,1,prostate biopsy from prostate cancer patient,Homo sapiens,9606,total RNA,Cy3,GPL8227,"Bi-Dar,,Wang",wangbi@gwu.edu,202-994-3543,202-994-2870,Pharmacology and Physiology,The George Washington University Medical Center,"2300 I street, NW",Washington,DC,20037,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1568nnn/GSM1568661/suppl/GSM1568661_US451R3000_251911814147_S01_miRNA-v1_95_May07_NormLab_2_4.txt.gz,"GSE64318, GSE64333",821,,"Log2-transformed, normalized signal intensity",GSM1568661,prostate cancer samples from EA,needle biosy core
aa_normal_9_agilent_,,,,,,,AA normal 9 [Agilent],GSM1568662,Public on Jul 27 2015,Dec 18 2014,Aug 06 2015,RNA,1,prostate biopsy from prostate cancer patient,Homo sapiens,9606,total RNA,Cy3,GPL8227,"Bi-Dar,,Wang",wangbi@gwu.edu,202-994-3543,202-994-2870,Pharmacology and Physiology,The George Washington University Medical Center,"2300 I street, NW",Washington,DC,20037,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1568nnn/GSM1568662/suppl/GSM1568662_US451R3000_251911814263_S01_miRNA-v1_95_May07_NormLab_1_1.txt.gz,"GSE64318, GSE64333",821,,"Log2-transformed, normalized signal intensity",GSM1568662,patient matched normal tissue from AA,needle biosy core
ea_normal_10_agilent_,,,,,,,EA normal 10 [Agilent],GSM1568663,Public on Jul 27 2015,Dec 18 2014,Aug 06 2015,RNA,1,prostate biopsy from prostate cancer patient,Homo sapiens,9606,total RNA,Cy3,GPL8227,"Bi-Dar,,Wang",wangbi@gwu.edu,202-994-3543,202-994-2870,Pharmacology and Physiology,The George Washington University Medical Center,"2300 I street, NW",Washington,DC,20037,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1568nnn/GSM1568663/suppl/GSM1568663_US451R3000_251911814263_S01_miRNA-v1_95_May07_NormLab_1_2.txt.gz,"GSE64318, GSE64333",821,,"Log2-transformed, normalized signal intensity",GSM1568663,patient matched normal tissue from EA,needle biosy core
ea_normal_9_agilent_,,,,,,,EA normal 9 [Agilent],GSM1568664,Public on Jul 27 2015,Dec 18 2014,Aug 06 2015,RNA,1,prostate biopsy from prostate cancer patient,Homo sapiens,9606,total RNA,Cy3,GPL8227,"Bi-Dar,,Wang",wangbi@gwu.edu,202-994-3543,202-994-2870,Pharmacology and Physiology,The George Washington University Medical Center,"2300 I street, NW",Washington,DC,20037,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1568nnn/GSM1568664/suppl/GSM1568664_US451R3000_251911814263_S01_miRNA-v1_95_May07_NormLab_1_3.txt.gz,"GSE64318, GSE64333",821,,"Log2-transformed, normalized signal intensity",GSM1568664,patient matched normal tissue from EA,needle biosy core
aa_normal_11_agilent_,,,,,,,AA normal 11 [Agilent],GSM1568665,Public on Jul 27 2015,Dec 18 2014,Aug 06 2015,RNA,1,prostate biopsy from prostate cancer patient,Homo sapiens,9606,total RNA,Cy3,GPL8227,"Bi-Dar,,Wang",wangbi@gwu.edu,202-994-3543,202-994-2870,Pharmacology and Physiology,The George Washington University Medical Center,"2300 I street, NW",Washington,DC,20037,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1568nnn/GSM1568665/suppl/GSM1568665_US451R3000_251911814263_S01_miRNA-v1_95_May07_NormLab_2_1.txt.gz,"GSE64318, GSE64333",821,,"Log2-transformed, normalized signal intensity",GSM1568665,patient matched normal tissue from AA,needle biosy core
ea_normal_11_agilent_,,,,,,,EA normal 11 [Agilent],GSM1568666,Public on Jul 27 2015,Dec 18 2014,Aug 06 2015,RNA,1,prostate biopsy from prostate cancer patient,Homo sapiens,9606,total RNA,Cy3,GPL8227,"Bi-Dar,,Wang",wangbi@gwu.edu,202-994-3543,202-994-2870,Pharmacology and Physiology,The George Washington University Medical Center,"2300 I street, NW",Washington,DC,20037,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1568nnn/GSM1568666/suppl/GSM1568666_US451R3000_251911814263_S01_miRNA-v1_95_May07_NormLab_2_2.txt.gz,"GSE64318, GSE64333",821,,"Log2-transformed, normalized signal intensity",GSM1568666,patient matched normal tissue from EA,needle biosy core
aa_normal_12_agilent_,,,,,,,AA normal 12 [Agilent],GSM1568667,Public on Jul 27 2015,Dec 18 2014,Aug 06 2015,RNA,1,prostate biopsy from prostate cancer patient,Homo sapiens,9606,total RNA,Cy3,GPL8227,"Bi-Dar,,Wang",wangbi@gwu.edu,202-994-3543,202-994-2870,Pharmacology and Physiology,The George Washington University Medical Center,"2300 I street, NW",Washington,DC,20037,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1568nnn/GSM1568667/suppl/GSM1568667_US451R3000_251911814263_S01_miRNA-v1_95_May07_NormLab_2_3.txt.gz,"GSE64318, GSE64333",821,,"Log2-transformed, normalized signal intensity",GSM1568667,patient matched normal tissue from AA,needle biosy core
ea_normal_12_agilent_,,,,,,,EA normal 12 [Agilent],GSM1568668,Public on Jul 27 2015,Dec 18 2014,Aug 06 2015,RNA,1,prostate biopsy from prostate cancer patient,Homo sapiens,9606,total RNA,Cy3,GPL8227,"Bi-Dar,,Wang",wangbi@gwu.edu,202-994-3543,202-994-2870,Pharmacology and Physiology,The George Washington University Medical Center,"2300 I street, NW",Washington,DC,20037,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1568nnn/GSM1568668/suppl/GSM1568668_US451R3000_251911814263_S01_miRNA-v1_95_May07_NormLab_2_4.txt.gz,"GSE64318, GSE64333",821,,"Log2-transformed, normalized signal intensity",GSM1568668,patient matched normal tissue from EA,needle biosy core
ea_normal_13_agilent_,,,,,,,EA normal 13 [Agilent],GSM1568669,Public on Jul 27 2015,Dec 18 2014,Aug 06 2015,RNA,1,prostate biopsy from prostate cancer patient,Homo sapiens,9606,total RNA,Cy3,GPL8227,"Bi-Dar,,Wang",wangbi@gwu.edu,202-994-3543,202-994-2870,Pharmacology and Physiology,The George Washington University Medical Center,"2300 I street, NW",Washington,DC,20037,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1568nnn/GSM1568669/suppl/GSM1568669_US451R3000_251911814264_S01_miRNA_107_Sep09_1_1.txt.gz,"GSE64318, GSE64333",821,,"Log2-transformed, normalized signal intensity",GSM1568669,patient matched normal tissue from EA,needle biosy core
ea_tumor_13_agilent_,,,,,,,EA tumor 13 [Agilent],GSM1568670,Public on Jul 27 2015,Dec 18 2014,Aug 06 2015,RNA,1,prostate biopsy from prostate cancer patient,Homo sapiens,9606,total RNA,Cy3,GPL8227,"Bi-Dar,,Wang",wangbi@gwu.edu,202-994-3543,202-994-2870,Pharmacology and Physiology,The George Washington University Medical Center,"2300 I street, NW",Washington,DC,20037,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1568nnn/GSM1568670/suppl/GSM1568670_US451R3000_251911814264_S01_miRNA_107_Sep09_1_2.txt.gz,"GSE64318, GSE64333",821,,"Log2-transformed, normalized signal intensity",GSM1568670,prostate cancer samples from EA,needle biosy core
aa_normal_13_agilent_,,,,,,,AA normal 13 [Agilent],GSM1568671,Public on Jul 27 2015,Dec 18 2014,Aug 06 2015,RNA,1,prostate biopsy from prostate cancer patient,Homo sapiens,9606,total RNA,Cy3,GPL8227,"Bi-Dar,,Wang",wangbi@gwu.edu,202-994-3543,202-994-2870,Pharmacology and Physiology,The George Washington University Medical Center,"2300 I street, NW",Washington,DC,20037,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1568nnn/GSM1568671/suppl/GSM1568671_US451R3000_251911814264_S01_miRNA_107_Sep09_1_3.txt.gz,"GSE64318, GSE64333",821,,"Log2-transformed, normalized signal intensity",GSM1568671,patient matched normal tissue from AA,needle biosy core
aa_tumor_13_agilent_,,,,,,,AA tumor 13 [Agilent],GSM1568672,Public on Jul 27 2015,Dec 18 2014,Aug 06 2015,RNA,1,prostate biopsy from prostate cancer patient,Homo sapiens,9606,total RNA,Cy3,GPL8227,"Bi-Dar,,Wang",wangbi@gwu.edu,202-994-3543,202-994-2870,Pharmacology and Physiology,The George Washington University Medical Center,"2300 I street, NW",Washington,DC,20037,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1568nnn/GSM1568672/suppl/GSM1568672_US451R3000_251911814264_S01_miRNA_107_Sep09_1_4.txt.gz,"GSE64318, GSE64333",821,,"Log2-transformed, normalized signal intensity",GSM1568672,prostate cancer samples from AA,needle biosy core
aa_normal_14_agilent_,,,,,,,AA normal 14 [Agilent],GSM1568673,Public on Jul 27 2015,Dec 18 2014,Aug 06 2015,RNA,1,prostate biopsy from prostate cancer patient,Homo sapiens,9606,total RNA,Cy3,GPL8227,"Bi-Dar,,Wang",wangbi@gwu.edu,202-994-3543,202-994-2870,Pharmacology and Physiology,The George Washington University Medical Center,"2300 I street, NW",Washington,DC,20037,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1568nnn/GSM1568673/suppl/GSM1568673_US451R3000_251911814264_S01_miRNA_107_Sep09_2_1.txt.gz,"GSE64318, GSE64333",821,,"Log2-transformed, normalized signal intensity",GSM1568673,patient matched normal tissue from AA,needle biosy core
aa_tumor_14_agilent_,,,,,,,AA tumor 14 [Agilent],GSM1568674,Public on Jul 27 2015,Dec 18 2014,Aug 06 2015,RNA,1,prostate biopsy from prostate cancer patient,Homo sapiens,9606,total RNA,Cy3,GPL8227,"Bi-Dar,,Wang",wangbi@gwu.edu,202-994-3543,202-994-2870,Pharmacology and Physiology,The George Washington University Medical Center,"2300 I street, NW",Washington,DC,20037,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1568nnn/GSM1568674/suppl/GSM1568674_US451R3000_251911814264_S01_miRNA_107_Sep09_2_2.txt.gz,"GSE64318, GSE64333",821,,"Log2-transformed, normalized signal intensity",GSM1568674,prostate cancer samples from AA,needle biosy core
aa_normal_15_agilent_,,,,,,,AA normal 15 [Agilent],GSM1568675,Public on Jul 27 2015,Dec 18 2014,Aug 06 2015,RNA,1,prostate biopsy from prostate cancer patient,Homo sapiens,9606,total RNA,Cy3,GPL8227,"Bi-Dar,,Wang",wangbi@gwu.edu,202-994-3543,202-994-2870,Pharmacology and Physiology,The George Washington University Medical Center,"2300 I street, NW",Washington,DC,20037,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1568nnn/GSM1568675/suppl/GSM1568675_US451R3000_251911814264_S01_miRNA_107_Sep09_2_3.txt.gz,"GSE64318, GSE64333",821,,"Log2-transformed, normalized signal intensity",GSM1568675,patient matched normal tissue from AA,needle biosy core
aa_tumor_15_agilent_,,,,,,,AA tumor 15 [Agilent],GSM1568676,Public on Jul 27 2015,Dec 18 2014,Aug 06 2015,RNA,1,prostate biopsy from prostate cancer patient,Homo sapiens,9606,total RNA,Cy3,GPL8227,"Bi-Dar,,Wang",wangbi@gwu.edu,202-994-3543,202-994-2870,Pharmacology and Physiology,The George Washington University Medical Center,"2300 I street, NW",Washington,DC,20037,USA,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1568nnn/GSM1568676/suppl/GSM1568676_US451R3000_251911814264_S01_miRNA_107_Sep09_2_4.txt.gz,"GSE64318, GSE64333",821,,"Log2-transformed, normalized signal intensity",GSM1568676,prostate cancer samples from AA,needle biosy core
