sample_name,protocol,organism,read_type,data_source,srr,srx,sample_title,sample_geo_accession,sample_status,sample_submission_date,sample_last_update_date,sample_type,sample_channel_count,sample_source_name_ch1,sample_organism_ch1,sample_taxid_ch1,sample_treatment_protocol_ch1,sample_growth_protocol_ch1,sample_molecule_ch1,sample_label_ch1,sample_source_name_ch2,sample_organism_ch2,sample_taxid_ch2,sample_treatment_protocol_ch2,sample_growth_protocol_ch2,sample_molecule_ch2,sample_label_ch2,sample_description,sample_platform_id,sample_contact_name,sample_contact_institute,sample_contact_address,sample_contact_city,sample_contact_zip_postal_code,sample_contact_country,sample_supplementary_file,sample_series_id,sample_data_row_count,id_ref,value,big_key,sample_id,tissue
pca_v18_ds,,,,,,,PCa_V18_DS,GSM1471729,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471729/suppl/GSM1471729_US22502614_252800412716_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_2.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471729,V18,Prostate adenocarcinoma
pca_w25_n,,,,,,,PCa_W25_N,GSM1471730,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471730/suppl/GSM1471730_US22502614_252800412716_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_3.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471730,W25,Prostate adenocarcinoma
pca_w25_ds,,,,,,,PCa_W25_DS,GSM1471731,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471731/suppl/GSM1471731_US22502614_252800412716_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_4.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471731,W25,Prostate adenocarcinoma
pca_y48_n,,,,,,,PCa_Y48_N,GSM1471732,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471732/suppl/GSM1471732_US22502614_252800412716_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_1.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471732,Y48,Prostate adenocarcinoma
pca_y48_ds,,,,,,,PCa_Y48_DS,GSM1471733,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471733/suppl/GSM1471733_US22502614_252800412716_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_2.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471733,Y48,Prostate adenocarcinoma
pca_z56_n,,,,,,,PCa_Z56_N,GSM1471734,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471734/suppl/GSM1471734_US22502614_252800412716_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_3.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471734,Z56,Prostate adenocarcinoma
pca_z56_ds,,,,,,,PCa_Z56_DS,GSM1471735,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471735/suppl/GSM1471735_US22502614_252800412716_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_4.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471735,Z56,Prostate adenocarcinoma
pca_i88_n,,,,,,,PCa_I88_N,GSM1471736,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471736/suppl/GSM1471736_US22502614_252800413712_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_1.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471736,I88,Prostate adenocarcinoma
pca_i88_ds,,,,,,,PCa_I88_DS,GSM1471737,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471737/suppl/GSM1471737_US22502614_252800413712_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_2.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471737,I88,Prostate adenocarcinoma
pca_z59_n,,,,,,,PCa_Z59_N,GSM1471738,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471738/suppl/GSM1471738_US22502614_252800413713_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_1.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471738,Z59,Prostate adenocarcinoma
pca_z59_ds,,,,,,,PCa_Z59_DS,GSM1471739,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471739/suppl/GSM1471739_US22502614_252800413713_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_2.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471739,Z59,Prostate adenocarcinoma
pca_aa79_n,,,,,,,PCa_AA79_N,GSM1471740,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471740/suppl/GSM1471740_US22502614_252800413713_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_3.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471740,AA79,Prostate adenocarcinoma
pca_aa79_ds,,,,,,,PCa_AA79_DS,GSM1471741,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471741/suppl/GSM1471741_US22502614_252800413713_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_4.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471741,AA79,Prostate adenocarcinoma
pca_aa88_n,,,,,,,PCa_AA88_N,GSM1471742,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471742/suppl/GSM1471742_US22502614_252800413713_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_1.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471742,AA88,Prostate adenocarcinoma
pca_aa88_ds,,,,,,,PCa_AA88_DS,GSM1471743,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471743/suppl/GSM1471743_US22502614_252800413713_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_2.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471743,AA88,Prostate adenocarcinoma
pca_g65_n,,,,,,,PCa_G65_N,GSM1471744,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471744/suppl/GSM1471744_US22502614_252800413714_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_1.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471744,G65,Prostate adenocarcinoma
pca_g65_ds,,,,,,,PCa_G65_DS,GSM1471745,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471745/suppl/GSM1471745_US22502614_252800413714_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_2.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471745,G65,Prostate adenocarcinoma
pca_cryo_n,,,,,,,PCa_CRYO_N,GSM1471746,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471746/suppl/GSM1471746_US22502614_252800413714_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_3.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471746,CRYO,Prostate adenocarcinoma
pca_cryo_ds,,,,,,,PCa_CRYO_DS,GSM1471747,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471747/suppl/GSM1471747_US22502614_252800413714_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_4.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471747,CRYO,Prostate adenocarcinoma
pca_bb36_n,,,,,,,PCa_BB36_N,GSM1471748,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471748/suppl/GSM1471748_US22502614_252800413714_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_1.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471748,BB36,Prostate adenocarcinoma
pca_bb36_ds,,,,,,,PCa_BB36_DS,GSM1471749,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471749/suppl/GSM1471749_US22502614_252800413714_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_2.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471749,BB36,Prostate adenocarcinoma
pca_l12_n,,,,,,,PCa_L12_N,GSM1471750,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471750/suppl/GSM1471750_US22502614_252800413729_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_1.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471750,L12,Prostate adenocarcinoma
pca_l12_ds,,,,,,,PCa_L12_DS,GSM1471751,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471751/suppl/GSM1471751_US22502614_252800413729_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_2.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471751,L12,Prostate adenocarcinoma
pca_k6_n,,,,,,,PCa_K6_N,GSM1471752,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471752/suppl/GSM1471752_US22502614_252800413729_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_3.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471752,K6,Prostate adenocarcinoma
pca_k6_ds,,,,,,,PCa_K6_DS,GSM1471753,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471753/suppl/GSM1471753_US22502614_252800413729_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_4.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471753,K6,Prostate adenocarcinoma
pca_p60_n,,,,,,,PCa_P60_N,GSM1471754,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471754/suppl/GSM1471754_US22502614_252800413729_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_1.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471754,P60,Prostate adenocarcinoma
pca_p60_ds,,,,,,,PCa_P60_DS,GSM1471755,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471755/suppl/GSM1471755_US22502614_252800413729_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_2.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471755,P60,Prostate adenocarcinoma
pca_w28_n,,,,,,,PCa_W28_N,GSM1471756,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471756/suppl/GSM1471756_US22502614_252800413729_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_3.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471756,W28,Prostate adenocarcinoma
pca_w28_ds,,,,,,,PCa_W28_DS,GSM1471757,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471757/suppl/GSM1471757_US22502614_252800413729_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_4.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471757,W28,Prostate adenocarcinoma
pca_a3_n,,,,,,,PCa_A3_N,GSM1471758,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471758/suppl/GSM1471758_US22502614_252800413730_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_1.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471758,A3,Prostate adenocarcinoma
pca_a3_ds,,,,,,,PCa_A3_DS,GSM1471759,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471759/suppl/GSM1471759_US22502614_252800413730_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_2.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471759,A3,Prostate adenocarcinoma
pca_c25_n,,,,,,,PCa_C25_N,GSM1471760,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471760/suppl/GSM1471760_US22502614_252800413730_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_3.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471760,C25,Prostate adenocarcinoma
pca_c25_ds,,,,,,,PCa_C25_DS,GSM1471761,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (dye-swap labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471761/suppl/GSM1471761_US22502614_252800413730_S01_GE2_107_Sep09_2_NO_SPIKEIN_1_4.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471761,C25,Prostate adenocarcinoma
pca_h75_n,,,,,,,PCa_H75_N,GSM1471762,Public on Mar 08 2017,Aug 12 2014,Mar 08 2017,RNA,2,Prostate Cancer,Homo sapiens,9606,NA,NA,total RNA,Cy5,Prostate Commercial Reference,Homo sapiens,9606,NA,NA,total RNA,Cy3,Prostate adenocarcinoma from Caucasian men vs Prostate Commercial Reference (normal labelling),GPL14550,"Paola,,Ostano",Fondazione Edo ed Elvo Tempia,via Malta 3,Biella,13900,Italy,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1471nnn/GSM1471762/suppl/GSM1471762_US22502614_252800413730_S01_GE2_107_Sep09_2_NO_SPIKEIN_2_1.txt.gz,"GSE60329, GSE60371",42405,,log2 normalized Intensity values (test/reference),GSM1471762,H75,Prostate adenocarcinoma
